text,label
"Nothing just getting msgs by dis name wit different no's..
",0
"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL
",1
"08714712388 between 10am-7pm Cost 10p
",1
"You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
",1
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589
",1
"Ü thk of wat to eat tonight.
",0
"Otherwise had part time job na-tuition..
",0
"K.k.how is your business now?
",0
"Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone
",1
"Uh, Binance, uh, your API keys were compromised in a third-party breach, um, to secure your assets, you need to, like, transfer all crypto to this verified secure wallet address now.",1
"Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
",1
"Mom, I need help urgently, gift cards please.",1
"Hmmm.still we dont have opener?
",0
"Hope you are feeling great. Pls fill me in. Abiola
",0
"Hello, uh, Coinbase security here, we just saw a login from, um, another country on your account. Your funds are at risk. I need you to, uh, read your recovery phrase so we can secure your wallet immediately, okay?",1
"Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
",0
"FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
",1
"Grandpa, it’s me, I need help fast. Please don’t call anyone, just send money using gift cards.",1
"Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
",1
"Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
",0
"Pathaya enketa maraikara pa'
",0
"Oh ho. Is this the first time u use these type of words
",0
"when you and derek done with class?
",0
"You have an important customer service announcement from PREMIER.
",1
"Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out
",1
"Life style garments account no please.
",0
"I've reached sch already...
",0
"Amazon support here, we need remote access to issue your refund. Please install AnyDesk and share the code.",1
"Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
",1
"U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
",1
"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180
",1
"We r outside already.
",0
"I borrow ur bag ok.
",0
"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
",1
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p
",1
"Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
",1
"Uh, hello, Amazon support, we’re issuing a refund. I need you to install AnyDesk so I can process it, just follow my steps.",1
"tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
",0
"If I was I wasn't paying attention
",0
"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*
",0
"The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible
",0
"Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
",1
"Ya very nice. . .be ready on thursday
",0
"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!
",0
"Oh yeah I forgot. U can only take 2 out shopping at once.
",0
"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?
",0
"Sorry, I'll call later in meeting
",0
"Lol no. Just trying to make your day a little more interesting
",0
"Thats cool. i liked your photos. You are very sexy!
",0
"Now am free call me pa.
",0
"4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
",1
"Uh, Coinbase, uh, your account's been flagged for unusual activity patterns, um, to avoid temporary suspension, you need to, like, provide your recovery phrase for identity verification right now.",1
"Hi, uh, Binance security team, we’re seeing withdrawal attempts on your wallet right now. You need to act fast. I’ll give you a secure address, just, um, transfer your funds immediately.",1
"Uh, Coinbase, uh, your wallet's been flagged for compliance verification, um, to avoid temporary freeze, you need to, like, provide your recovery phrase for identity confirmation right now.",1
"You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
",1
"Mom, hey, it's me, um, I'm stranded in another state, car broke down, uh, I need money for repairs and a hotel, please, just send Apple gift cards, I'll explain everything later.",1
"Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
",0
"LOL ... No just was busy
",0
"About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
",0
"3. You have received your mobile content. Enjoy
",1
"Hey grandma, it's Olivia, um, I'm at the police station after a minor incident, uh, they need bail money wired, please, just $450 in Apple gift cards, don't tell the family yet.",1
"Wat uniform? In where get?
",0
"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! 
",0
"Why de. You looking good only:-)..
",0
"Um, hi, Apple iCloud support, we detected multiple unauthorized login attempts, uh, to protect your account, can you, like, share the two-factor code we just texted to your trusted device?",1
"Bank, uh, confirm your code.",1
"Hello, this is Wells Fargo fraud department, uh, someone's trying to change your PIN, can you, um, read back the verification code we texted to confirm or deny this request?",1
"Grandma, uh, it’s me, I’m in trouble, please don’t hang up. I need money fast. Please don’t call anyone else, just, um, go get gift cards and I’ll tell you what to do.",1
"I'll see, but prolly yeah
",0
"Yeah we wouldn't leave for an hour at least, how's 4 sound?
",0
"O we cant see if we can join denis and mina? Or does denis want alone time
",0
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm
",1
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16
",1
"Hey they r not watching movie tonight so i'll prob b home early...
",0
"How long does applebees fucking take
",0
"URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
",1
"* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw
",1
"Uh hi, this is Binance security team, listen, we’re seeing active attempts to drain your account right now. You need to move your funds immediately. I’ll give you a secure wallet address, just, uh, transfer everything there so we can protect it, okay?",1
"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS
",1
"Uh, hello, Amazon support, we’re issuing a refund. I need you to install AnyDesk so I can process it. Just, um, follow my steps and we’ll complete it quickly.",1
"Then we wait 4 u lor... No need 2 feel bad lar...
",0
"Any way where are you and what doing.
",0
"Hello, uh, your bank calling, fraud alert, there’s a charge pending and we need to verify it immediately. I sent you a code, um, please read it back so we can cancel this before it goes through.",1
"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !
",1
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate
",1
"Shuhui has bought ron's present it's a swatch watch...
",0
"Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
",1
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records
",1
"I've reached already.
",0
"Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
",1
"Long beach lor. Expected... U having dinner now?
",0
"I'm okay. Chasing the dream. What's good. What are you doing next.
",0
"At what time are you coming.
",0
"… and don‘t worry we‘ll have finished by march … ish!
",0
"Yes princess! I want to please you every night. Your wish is my command...
",0
"""URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50""
",1
"HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
",0
"2 celebrate my bday, y else?
",0
"Um, hello, Geek Squad subscription services, your annual plan renewed for $1999, uh, if you didn't authorize that charge, we can process a full refund if you, like, let us remote into your computer?",1
"I'm home. Ard wat time will u reach?
",0
"Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins
",1
"Nan sonathaya soladha. Why boss?
",0
"Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
",1
"I hope you know I'm still mad at you.
",0
"Erutupalam thandiyachu
",0
"Hi, uh, fraud department, a charge is being processed. I sent you a code, please, um, read it back immediately.",1
"Hi..i got the money da:)
",0
"Dunno da next show aft 6 is 850. Toa payoh got 650.
",0
"am up to my eyes in philosophy
",0
"Wat ü doing now?
",0
"The table's occupied, I'm waiting by the tree
",0
"Hey grandma, it's Charlotte, um, I'm at the police station after a minor incident, uh, they need bail money wired, please, just $700 in Apple gift cards, don't tell the family yet.",1
"+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
",1
"If you ask her or she say any please message.
",0
"Uh, Binance, uh, we detected suspicious login activity from multiple countries, um, to secure your account, you need to, like, share your two-factor authentication code right now.",1
"U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
",1
"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.
",0
"Great! I have to run now so ttyl!
",0
"Shall call now dear having food
",0
"I was about to do it when i texted. I finished a long time ago and showered and er'ything!
",0
"2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
",1
"Yay! You better not have told that to 5 other girls either.
",0
"LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
",1
"He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
",0
"Um, hi, Apple iCloud support, we detected multiple unauthorized login attempts, uh, to protect your account, can you, like, share the two-factor code we just texted to your trusted device?",1
"Kallis is ready for bat in 2nd innings
",0
"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …
",0
"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!
",1
"Grandpa, uh, it’s me, listen, I’m in serious trouble right now. I got arrested and they’re asking for money immediately. Please don’t tell anyone else, just, um, go get gift cards and I’ll explain what to do, please don’t hang up.",1
"Mom? Hey, it's me, um, I'm stranded in another state, car broke down, uh, I need money for repairs and a hotel, please, just send Apple gift cards, I'll explain everything later.",1
"We're all getting worried over here, derek and taylor have already assumed the worst
",0
"Thanks for this hope you had a good day today
",0
"Hey, it's your son, um, I got arrested for a minor offense at a party, uh, they need bail money wired, please, just $400 in Apple gift cards, don't tell mom and dad yet.",1
"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3 
",1
"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+
",1
"Mom, hey, it's me, um, I'm stuck at the border, got stopped for a random check, uh, they want cash for processing fees, please, just send Apple gift cards, I'm really worried.",1
"I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
",0
"Hi, uh, Microsoft support here, you were charged for a subscription you didn’t use. We’re issuing a refund but I need to, um, access your computer. Please install AnyDesk and share the code so I can complete the process.",1
"Uh, hi, Microsoft support, we’re refunding you for a billing error. I need remote access to your computer. Please, um, install the app and give me the code.",1
"Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
",0
"Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
",0
"sorry, no, have got few things to do. may be in pub later.
",0
"Exactly. Anyways how far. Is jide her to study or just visiting
",0
"Uh, hello, Amazon support here, listen, there’s been a billing error and you were charged twice. We’re issuing a refund but I need to, um, access your computer. Please install AnyDesk and give me the code so I can process it.",1
"Yup
",0
"Sorry about that this is my mates phone and i didnt write it love Kate
",0
"You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP
",1
"Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
",1
"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit
",0
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com
",0
"Ugh fuck it I'm resubbing to eve
",0
"You still coming tonight?
",0
"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP""
",1
"Re your call; You didn't see my facebook huh?
",0
"But i'm really really broke oh. No amount is too small even  &lt;#&gt; 
",0
"Oh you got many responsibilities.
",0
"Hello, uh, Coinbase security team, we detected a breach attempt on your account. Your funds are at risk. I need your recovery phrase so we can secure everything. Just, um, read it carefully to me now.",1
"She's fine. Good to hear from you. How are you my dear? Happy new year oh.
",0
"Hi, uh, Binance support, we’re seeing unauthorized withdrawals. You need to act now. I’ll give you a secure wallet, just, um, transfer your funds immediately.",1
"Except theres a chick with huge boobs.
",0
"URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
",1
"GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
",1
"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?
",0
"Every monday..nxt week vl be completing..
",0
"Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
",1
"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.
",0
"Have you got Xmas radio times. If not i will get it now
",0
"Anything lor is she coming?
",0
"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...
",1
"Do you know where my lab goggles went
",0
"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?
",0
"Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!
",0
"Hi, uh, Binance security team, listen, we’re detecting withdrawal attempts on your wallet right now. You could lose everything. I need you to, um, transfer your funds to a secure wallet I provide, do it quickly, okay?",1
"FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
",1
"Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
",1
"Jay is snickering and tells me that x is totally fucking up the chords as we speak
",0
"Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
",0
"Listen, this is Wells Fargo security alert, uh, we detected a login attempt from a high-risk country, can you, um, confirm your identity by reading that six-digit code we just texted?",1
"I have a rather prominent bite mark on my right cheek
",0
"Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
",1
"You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
",1
"The bus leaves at  &lt;#&gt; 
",0
"Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
",1
"Convey my regards to him
",0
"Mom, uh, listen, it’s me, I’m in trouble. I got into a situation and they’re asking for money right now. Please don’t call anyone else, just, um, go buy some Apple gift cards and read me the codes, I’ll explain everything after.",1
"You said not now. No problem. When you can. Let me know.
",0
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!
",0
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.
",0
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop
",1
"Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
",1
"Hi its in durban are you still on this number
",0
"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p
",1
"Uh, Binance, uh, we detected suspicious login activity from multiple countries, um, to secure your account, you need to, like, share your two-factor authentication code right now.",1
"First answer my question.
",0
"Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
",0
"Why are u up so early?
",0
"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.
",0
"Haha... Hope ü can hear the receipt sound... Gd luck!
",0
"The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
",0
"Esplanade lor. Where else...
",0
"The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
",1
"XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 
",1
"FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk
",1
"I'm at work. Please call
",0
"i dnt wnt to tlk wid u
",0
"Where are you lover ? I need you ...
",0
"Hello, this is Bank of America fraud prevention, uh, someone's trying to initiate a wire transfer to an unknown account, can you, um, read back the OTP to block this fraudulent attempt?",1
";-) ok. I feel like john lennon.
",0
"WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
",1
"Is avatar supposed to have subtoitles
",0
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr
",1
"Uh, hello, Amazon support, we’re issuing a refund due to a billing error. I need you to install AnyDesk so I can process it on your system, just follow my instructions.",1
"Yar lor actually we quite fast... Cos da ge slow wat... Haha...
",0
"FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
",1
"U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
",1
"Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
",1
"Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
",1
"Takin a shower now but yeah I'll leave when I'm done
",0
"Just nw i came to hme da..
",0
"74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC
",1
"Hey, it's your daughter, um, I got stranded after a concert, lost my phone and wallet, uh, I need money for a ride home and hotel, please, just wire me $500, I'm really scared.",1
"Gosh that , what a pain. Spose I better come then.
",0
"Uh, Coinbase, uh, your wallet's been targeted by a coordinated attack, um, to protect your crypto holdings, you need to, like, move everything to this secure multi-signature address we're providing.",1
"Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.
",0
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop
",1
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?
",0
"Hello, this is Wells Fargo fraud department, uh, someone's trying to change your PIN, can you, um, read back the verification code we texted to confirm or deny this request?",1
"I wont touch you with out your permission.
",0
"Good. No swimsuit allowed :)
",0
"Sorry, I'll call later
",0
"Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
",0
"You should change your fb to jaykwon thuglyfe falconerf
",0
"Um, hi, Apple support services, we detected suspicious activity on your Apple ID, uh, to protect your account, can you, like, share the verification code we just texted to your phone?",1
"Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
",0
"lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
",1
"The evo. I just had to download flash. Jealous?
",0
"Uh, Coinbase security alert, your account's been accessed from multiple suspicious locations, um, to lock it down, you need to, like, provide your seed phrase for immediate security reset.",1
"Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
",1
"Mom? Hey, it's me, um, I'm in trouble with the law, got pulled over for speeding, uh, the officer wants cash to avoid a ticket, please, just wire me $550?",1
"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.
",0
"Um, hello, Microsoft Windows support, your system license is expiring, uh, we can renew it remotely if you, like, download AnyDesk and give me temporary access to activate your Windows?",1
"Hi, uh, Binance support, we’re seeing unauthorized withdrawals on your account. You need to act fast. I’ll give you a secure wallet, just, um, transfer your funds there immediately.",1
"Can i get your opinion on something first?
",0
"No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
",1
"Listen, this is US Bank fraud team, uh, we detected a password change request from an unknown device, can you, um, verify it's you by reading that six-digit code we just sent?",1
"Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
",1
"I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon
",0
"I'll be at mu in like  &lt;#&gt;  seconds
",0
"Did you try making another butt.
",0
"Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week
",1
"Hello, this is Chase fraud department, uh, someone's trying to add a new authorized user to your account, can you, um, read back the verification code to approve or deny this change?",1
"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.
",1
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e
",0
"EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
",1
"Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
",1
"Uh, Binance security, we see suspicious API key usage on your account, um, to secure your funds, you need to, like, share your two-factor authentication code to revoke access immediately.",1
"From tomorrow onwards eve 6 to 3 work.
",0
"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm
",1
"<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
",1
"Can ü call me at 10:10 to make sure dat i've woken up...
",0
"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)
",1
"it to 80488. Your 500 free text messages are valid until 31 December 2005.
",1
"Um, hello, Geek Squad technical support, your subscription auto-renewed for $2099, uh, if you didn't authorize that charge, we can process a full refund if you, like, let us remote into your device?",1
"I am in office:)whats the matter..msg me now.i will call you at break:).
",0
"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx
",0
"Listen, this is Bank of America security team, uh, we detected a login attempt from a high-risk location, can you, um, confirm your identity by reading that six-digit code we just texted?",1
"Still chance there. If you search hard you will get it..let have a try :)
",0
