text,label
"Hi, uh, Binance security here, your account is under attack right now. There are multiple withdrawal requests happening. I need you to move your funds immediately. I’ll give you a secure address, just, um, transfer everything so we can protect it.",1
"Hello, uh, your bank calling, fraud alert, there’s a charge pending and we need to verify it right now. I sent you a code, um, please read it back so we can cancel this before it goes through, we don’t have much time.",1
"Uh, hi, Microsoft billing support, we’re processing a refund for a mistaken charge. To complete it, I need access to your computer. Please, um, install the remote software and give me the code so I can proceed.",1
"Mom, uh, it’s me, please listen, I’m in trouble and I need help right now. I can’t explain fully but they’re asking for money immediately. Please just, um, go get gift cards and read me the codes, don’t tell anyone yet.",1
"Hello, uh, Coinbase security team, we detected a breach attempt on your wallet. Your funds are at risk right now. I need your recovery phrase so we can secure everything. Just, um, read it carefully to me.",1
"Hi, uh, fraud department, there’s a suspicious transaction going through. I sent you a code, please, um, read it back immediately so we can stop it before the money leaves your account.",1
"Uh, hello, Amazon support, we’re issuing a refund due to a billing error. I need you to install AnyDesk so I can process it on your system. Just, um, follow my instructions and we’ll fix this quickly.",1
"Grandma, uh, it’s me, I’m in trouble, please don’t hang up. I need money fast or things will get worse. Please don’t call anyone else, just, um, go get gift cards and I’ll tell you exactly what to do.",1
"Hi, uh, Binance support, we’re seeing unauthorized withdrawals on your account. You need to act right now. I’ll give you a secure wallet, just, um, transfer your funds immediately so they’re safe.",1
"Hello, uh, your bank’s fraud team, there’s a charge being processed. I sent a code to your phone, um, please read it back so we can cancel it before it completes, this is urgent.",1
"Uh, hi, Microsoft support, we’re refunding you for a billing error. I need remote access to your system. Please, um, install the app and give me the code so I can process it.",1
"Mom, uh, listen, it’s me, I’m in a bad situation and I need money right now. Please don’t call anyone, just, um, go get Apple gift cards and stay on the phone with me while you do it.",1
"Uh, hey dad, it’s me, listen, I’m calling from a stranger’s phone, mine’s dead. I, um, I got into a crash and they’re saying the other driver’s hurt. They want money right now or they’ll press charges. Please don’t call mom, just, uh, get Apple gift cards and read me the codes, please.",1
"Hello, uh, this is Coinbase security, listen, we just flagged a withdrawal attempt from, um, Eastern Europe on your account. It’s happening right now. I need you to verify ownership by reading your recovery phrase so we can lock the wallet before funds are gone, okay?",1
"Hi, yeah, uh, bank fraud department here, we’re seeing a purchase for like nine hundred dollars going through. I need to cancel it immediately. I just sent a six digit code to your phone, um, can you read it back to me real quick so we can stop this?",1
"Uh, hello, Amazon billing, listen, you were overcharged on a recent order. We’re issuing a refund but I need to, um, connect to your computer. Please install AnyDesk and give me the code, I’ll process it while you watch so you know it’s done.",1
"Grandma, uh, it’s me, please don’t panic, okay? I’m at the police station, I got into trouble and they’re asking for bail money right now. Please don’t call anyone, just, um, go buy gift cards and I’ll tell you how to send them, please stay on the line.",1
"Hi, uh, Binance security team, listen carefully, we’re detecting multiple withdrawal requests on your wallet. This is active right now. I need you to, um, transfer your funds to a secure address I provide so we can protect everything before it’s gone.",1
"Hello, uh, I’m calling from your bank, fraud prevention, there’s a suspicious transfer pending. I sent you a code, um, please read it back so I can cancel it immediately, otherwise it’s going to be approved automatically.",1
"Hi, uh, Microsoft support here, you were charged for a subscription you didn’t use. We’re issuing a refund but I need to, um, access your computer. Please install AnyDesk and share the code so I can complete the process.",1
"Mom, uh, listen, it’s me, I’m in trouble and I need help fast. I can’t explain everything right now but they’re asking for money immediately. Please don’t call anyone, just, um, get Apple gift cards and read me the codes, please hurry.",1
"Hello, uh, Coinbase support calling, we detected unusual activity just now. Someone is trying to move your funds. I need your recovery phrase to verify ownership and secure the wallet. Just, uh, read it slowly so I can lock it down.",1
"Hi, uh, fraud department here, there’s a transaction being processed right now on your account. I sent a verification code to your phone. Please, um, read it back immediately so we can block it before it completes.",1
"Uh, hello, Amazon support, we made a billing mistake and charged you twice. I’m here to fix it but I need remote access. Please install AnyDesk and give me the code, um, I’ll handle the refund right away.",1
"Grandpa, uh, it’s me, listen, I’m in serious trouble right now. I got arrested and they’re asking for money immediately. Please don’t tell anyone else, just, um, go get gift cards and I’ll explain what to do, please don’t hang up.",1
"Hi, uh, Binance security here, your wallet is currently under attack. There are withdrawal attempts happening. I need you to move your funds immediately. I’ll give you a secure address, just, um, transfer everything right now.",1
"Hello, uh, your bank calling, fraud alert, there’s a charge pending and we need to verify it immediately. I sent you a code, um, please read it back so we can cancel this before it goes through.",1
"Uh, hi, Microsoft billing support, we’re processing a refund for you. To complete it, I need access to your computer. Please, um, install the remote software and give me the code so I can proceed.",1
"Mom, uh, it’s me, please listen, I’m in trouble and I need help right now. I can’t explain fully but they’re asking for money immediately. Please just, um, go get gift cards and read me the codes, don’t tell anyone.",1
"Hello, uh, Coinbase security team, we detected a breach attempt on your account. Your funds are at risk. I need your recovery phrase so we can secure everything. Just, um, read it carefully to me now.",1
"Hi, uh, fraud department, there’s a suspicious charge going through. I sent you a code, please, um, read it back immediately so we can stop it before the money leaves your account.",1
"Uh, hello, Amazon support, we’re issuing a refund due to a billing error. I need you to install AnyDesk so I can process it on your system. Just, um, follow my instructions and we’ll fix this quickly.",1
"Grandma, uh, it’s me, I’m in trouble, please don’t hang up. I need money fast or things will get worse. Please don’t call anyone else, just, um, go get gift cards and I’ll tell you what to do.",1
"Hi, uh, Binance support, we’re seeing unauthorized withdrawals on your account. You need to act now. I’ll give you a secure wallet, just, um, transfer your funds immediately so they’re safe.",1
"Hello, uh, your bank’s fraud team, there’s a charge being processed. I sent a code to your phone, um, please read it back so we can cancel it before it completes.",1
"Uh, hi, Microsoft support, we’re refunding you for a billing error. I need remote access to your system. Please, um, install the app and give me the code so I can process it.",1
"Mom, uh, listen, it’s me, I’m in a bad situation and I need money right now. Please don’t call anyone, just, um, go get Apple gift cards and stay on the phone with me.",1
"Hello, uh, Coinbase support, there’s suspicious activity on your wallet. I need your recovery phrase to secure your account. Please, um, read it to me now so we can protect your funds.",1
"Hi, uh, fraud department, a transaction is pending. I sent you a code, please, um, read it back so we can stop it immediately before it’s approved.",1
"Uh, hello, Amazon support, we’re issuing a refund. I need you to install AnyDesk so I can process it. Just, um, follow my steps and we’ll complete it quickly.",1
"Grandpa, uh, it’s me, I’m in trouble. Please don’t tell anyone, just, um, help me by sending money through gift cards right now, I really need this.",1
"Hi, uh, Binance security, your account is compromised. You need to move your funds now. I’ll give you the address, just, um, transfer everything before it’s too late.",1
"Uh, hey mom, it’s me, listen, I’m using a different phone, okay? I, um, got into a car accident and they’re saying I could get arrested if I don’t pay right now. Please don’t call anyone, just, uh, go get Apple gift cards and read me the codes, please hurry.",1
"Hello, uh, this is Coinbase security, listen carefully, we just detected a login from, um, another country. Your funds are at risk right now. I need you to, uh, grab your recovery phrase and read it to me so we can secure your wallet immediately.",1
"Hi, yeah, uh, this is your bank’s fraud department, we’re seeing a charge for like, um, eight hundred dollars being processed. I need to stop it now. I just sent a six digit code to your phone, uh, read it back quickly so we can block it.",1
"Uh, hello, Amazon support here, listen, there’s been a billing error and you were charged twice. We’re issuing a refund but I need to, um, access your computer. Please install AnyDesk and give me the code so I can process it.",1
"Grandma, uh, it’s me, please don’t panic, okay? I’m in trouble, I got picked up and they’re asking for bail money right now. Please don’t tell anyone, just, um, go buy gift cards and I’ll tell you what to do.",1
"Hi, uh, Binance security team, listen, we’re detecting withdrawal attempts on your wallet right now. You could lose everything. I need you to, um, transfer your funds to a secure wallet I provide, do it quickly, okay?",1
"Hello, uh, I’m calling from your bank, fraud prevention, there’s a suspicious transaction pending. I sent you a code, um, can you read it back so I can stop this before it goes through?",1
"Hi, uh, Microsoft support here, you were charged for a subscription you didn’t use. We’re refunding you but I need to, um, connect to your system. Please install AnyDesk and share the code.",1
"Mom, uh, listen, it’s me, I’m in trouble and I need help fast. I can’t explain everything right now but they’re asking for money. Please don’t call anyone, just, um, get Apple gift cards and read me the codes.",1
"Hello, uh, Coinbase support calling, we detected unusual activity on your account. Someone is trying to withdraw your funds. I need your recovery phrase to verify ownership and secure it, just read it slowly.",1
"Hi, uh, fraud department here, there’s a charge being processed right now. I sent a verification code to your phone. Please, um, read it back immediately so we can block it before it completes.",1
"Uh, hello, Amazon billing support, we made an error and charged you twice. I need remote access to fix it. Please install AnyDesk and give me the code, I’ll handle the refund for you.",1
"Grandpa, uh, it’s me, listen, I’m in serious trouble right now. I got arrested and they’re asking for money immediately. Please don’t tell anyone, just, um, go get gift cards and I’ll explain what to do.",1
"Hi, uh, Binance security here, your wallet is under attack. There are withdrawal attempts happening. I need you to move your funds immediately. I’ll give you a secure address, just transfer everything now.",1
"Hello, uh, your bank calling, fraud alert, there’s a charge pending. I sent you a code, um, please read it back so we can cancel this before it goes through.",1
"Uh, hi, Microsoft billing support, we’re processing a refund. To complete it, I need access to your computer. Please install the remote software and give me the code.",1
"Mom, uh, it’s me, please listen, I’m in trouble and I need help right now. They’re asking for money immediately. Please just, um, go get gift cards and read me the codes, don’t tell anyone.",1
"Hello, uh, Coinbase security team, we detected a breach attempt on your account. Your funds are at risk. I need your recovery phrase so we can secure everything, just read it carefully.",1
"Hi, uh, fraud department, there’s a suspicious charge going through. I sent you a code, please, um, read it back immediately so we can stop it.",1
"Uh, hello, Amazon support, we’re issuing a refund due to a billing error. I need you to install AnyDesk so I can process it on your system, just follow my instructions.",1
"Grandma, uh, it’s me, I’m in trouble, please don’t hang up. I need money fast. Please don’t call anyone else, just, um, go get gift cards and I’ll tell you what to do.",1
"Hi, uh, Binance support, we’re seeing unauthorized withdrawals. You need to act now. I’ll give you a secure wallet, just, um, transfer your funds immediately.",1
"Hello, uh, your bank’s fraud team, there’s a charge being processed. I sent a code, um, please read it back so we can cancel it before it completes.",1
"Uh, hi, Microsoft support, we’re refunding you for a billing error. I need remote access to your system. Please install the app and give me the code.",1
"Mom, uh, listen, it’s me, I’m in a bad situation and I need money right now. Please don’t call anyone, just, um, go get Apple gift cards and stay on the phone.",1
"Hello, uh, Coinbase support, there’s suspicious activity on your wallet. I need your recovery phrase to secure your account, please read it now.",1
"Hi, uh, fraud department, a transaction is pending. I sent you a code, please, um, read it back so we can stop it immediately.",1
"Uh, hello, Amazon support, we’re issuing a refund. I need you to install AnyDesk so I can process it, just follow my steps.",1
"Grandpa, uh, it’s me, I’m in trouble. Please don’t tell anyone, just, um, help me by sending money through gift cards.",1
"Hi, uh, Binance security, your account is compromised. You need to move your funds now. I’ll give you the address, just transfer everything.",1
"Hello, uh, bank fraud team, I sent you a code. Please read it back so we can cancel a suspicious charge.",1
"Uh, Microsoft support, we’re processing a refund. Install remote access software and give me the code.",1
"Mom, uh, it’s me, I need help urgently. Please go get gift cards and read me the codes.",1
"Coinbase security, uh, we need your recovery phrase to secure your wallet right now.",1
"Fraud department, uh, please read back the code I sent to stop the transaction.",1
"Amazon support, uh, install AnyDesk so I can process your refund.",1
"Grandma, uh, I need help fast, please send money through gift cards.",1
"Binance security, uh, transfer your funds now to avoid loss.",1
"Bank fraud, uh, confirm the code I sent.",1
"Microsoft support, uh, install remote access software.",1
"Mom, uh, please help me, I need money fast.",1
"Hello, this is US Bank security department, uh, someone's trying to add a new payee to your account, can you, um, read back the verification code to approve or deny this change?",1
"Um, hi, Apple iCloud support, we detected multiple unauthorized login attempts, uh, to protect your account, can you, like, share the two-factor code we just texted to your trusted device?",1
"Mom, hey, it's me, um, I'm in trouble with the law, got pulled over for a minor violation, uh, the officer wants cash to avoid a ticket, please, just wire me $350?",1
"Uh, Coinbase security alert, your wallet's been accessed from an unrecognized location, um, to lock it down, you need to, like, provide your seed phrase for immediate security reset.",1
"Listen, this is Chase Bank fraud alert, uh, we see a large purchase attempt at an electronics retailer, can you, um, verify it's you by reading that six-digit code we just sent?",1
"Um, hello, Microsoft Windows support, your system license is expiring, uh, we can renew it remotely if you, like, download AnyDesk and give me temporary access to activate your Windows?",1
"Hey grandma, it's Ryan, um, I'm in the hospital after a minor accident, uh, they need money for treatment, please, just send Apple gift cards, don't worry mom and dad yet.",1
"Uh, Binance, uh, we detected suspicious login activity from multiple countries, um, to secure your account, you need to, like, share your two-factor authentication code right now.",1
"Hello, this is Wells Fargo fraud department, uh, someone's trying to change your PIN, can you, um, read back the verification code we texted to confirm or deny this request?",1
"Um, hi, Amazon customer care, we're processing a refund for your cancelled order, but, uh, we accidentally over-refunded by $300, can you, like, send the difference back via Zelle?",1
"Mom? Hey, it's me, um, I'm stranded in another state, car broke down, uh, I need money for repairs and a hotel, please, just wire me $450, I'll explain everything later.",1
"Uh, Coinbase, uh, your account's been targeted by a sophisticated phishing campaign, um, to recover your assets, you need to, like, provide your seed phrase for wallet restoration immediately.",1
"Listen, this is Bank of America security team, uh, we detected a login attempt from a high-risk location, can you, um, confirm your identity by reading that six-digit code we just texted?",1
"Um, hello, Geek Squad subscription services, your annual plan renewed for $999, uh, if you didn't authorize that charge, we can process a full refund if you, like, let us remote into your computer?",1
"Hey, it's your son, um, I got arrested for a minor offense at a party, uh, they need bail money wired, please, just $400 in Apple gift cards, don't tell mom and dad yet.",1
"Uh, Binance security, we see unauthorized API activity on your account, um, to prevent fund drainage, you need to, like, transfer your crypto to this secure multi-sig address immediately.",1
"Hello, this is Citibank fraud prevention, uh, someone's trying to add a new authorized user to your account, can you, um, read back the verification code to approve or deny this change?",1
